Zone,Districts,Altitude (m),Annual rainfall (mm),Crops grown,Recommended Crops,Vegitables,Floriculture
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Villupuram,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Kallakuruchi,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Vellore,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tirupathur,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Ranipet,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Ranipet,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Ranipet,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
